,date,year,month,day,weekday,weekday_name,weeknumber,is_weekend,is_business_day,is_holiday,holiday_name
365,2014-01-01,2014,1,1,3,Wednesday,1,False,False,True,Новый год Novy god
366,2014-01-02,2014,1,2,4,Thursday,1,False,False,True,Новый год
367,2014-01-03,2014,1,3,5,Friday,1,False,False,True,Новый год
368,2014-01-04,2014,1,4,6,Saturday,1,True,False,True,Новый год
369,2014-01-05,2014,1,5,7,Sunday,1,True,False,True,Новый год
370,2014-01-06,2014,1,6,1,Monday,2,False,False,True,Новый год
371,2014-01-07,2014,1,7,2,Tuesday,2,False,False,True,Рождество Христово Rozhdestvo Khristovo
372,2014-01-08,2014,1,8,3,Wednesday,2,False,False,True,Новый год
373,2014-01-09,2014,1,9,4,Thursday,2,False,True,False,
374,2014-01-10,2014,1,10,5,Friday,2,False,True,False,
375,2014-01-11,2014,1,11,6,Saturday,2,True,False,False,
376,2014-01-12,2014,1,12,7,Sunday,2,True,False,False,
377,2014-01-13,2014,1,13,1,Monday,3,False,True,False,
378,2014-01-14,2014,1,14,2,Tuesday,3,False,True,False,
379,2014-01-15,2014,1,15,3,Wednesday,3,False,True,False,
380,2014-01-16,2014,1,16,4,Thursday,3,False,True,False,
381,2014-01-17,2014,1,17,5,Friday,3,False,True,False,
382,2014-01-18,2014,1,18,6,Saturday,3,True,False,False,
383,2014-01-19,2014,1,19,7,Sunday,3,True,False,False,
384,2014-01-20,2014,1,20,1,Monday,4,False,True,False,
385,2014-01-21,2014,1,21,2,Tuesday,4,False,True,False,
386,2014-01-22,2014,1,22,3,Wednesday,4,False,True,False,
387,2014-01-23,2014,1,23,4,Thursday,4,False,True,False,
388,2014-01-24,2014,1,24,5,Friday,4,False,True,False,
389,2014-01-25,2014,1,25,6,Saturday,4,True,False,False,
390,2014-01-26,2014,1,26,7,Sunday,4,True,False,False,
391,2014-01-27,2014,1,27,1,Monday,5,False,True,False,
392,2014-01-28,2014,1,28,2,Tuesday,5,False,True,False,
393,2014-01-29,2014,1,29,3,Wednesday,5,False,True,False,
394,2014-01-30,2014,1,30,4,Thursday,5,False,True,False,
395,2014-01-31,2014,1,31,5,Friday,5,False,True,False,
396,2014-02-01,2014,2,1,6,Saturday,5,True,False,False,
397,2014-02-02,2014,2,2,7,Sunday,5,True,False,False,
398,2014-02-03,2014,2,3,1,Monday,6,False,True,False,
399,2014-02-04,2014,2,4,2,Tuesday,6,False,True,False,
400,2014-02-05,2014,2,5,3,Wednesday,6,False,True,False,
401,2014-02-06,2014,2,6,4,Thursday,6,False,True,False,
402,2014-02-07,2014,2,7,5,Friday,6,False,True,False,
403,2014-02-08,2014,2,8,6,Saturday,6,True,False,False,
404,2014-02-09,2014,2,9,7,Sunday,6,True,False,False,
405,2014-02-10,2014,2,10,1,Monday,7,False,True,False,
406,2014-02-11,2014,2,11,2,Tuesday,7,False,True,False,
407,2014-02-12,2014,2,12,3,Wednesday,7,False,True,False,
408,2014-02-13,2014,2,13,4,Thursday,7,False,True,False,
409,2014-02-14,2014,2,14,5,Friday,7,False,True,False,
410,2014-02-15,2014,2,15,6,Saturday,7,True,False,False,
411,2014-02-16,2014,2,16,7,Sunday,7,True,False,False,
412,2014-02-17,2014,2,17,1,Monday,8,False,True,False,
413,2014-02-18,2014,2,18,2,Tuesday,8,False,True,False,
414,2014-02-19,2014,2,19,3,Wednesday,8,False,True,False,
415,2014-02-20,2014,2,20,4,Thursday,8,False,True,False,
416,2014-02-21,2014,2,21,5,Friday,8,False,True,False,
417,2014-02-22,2014,2,22,6,Saturday,8,True,False,False,
418,2014-02-23,2014,2,23,7,Sunday,8,True,False,True,День защитника Отечества Den zashchitnika Otechestva
419,2014-02-24,2014,2,24,1,Monday,9,False,True,False,
420,2014-02-25,2014,2,25,2,Tuesday,9,False,True,False,
421,2014-02-26,2014,2,26,3,Wednesday,9,False,True,False,
422,2014-02-27,2014,2,27,4,Thursday,9,False,True,False,
423,2014-02-28,2014,2,28,5,Friday,9,False,True,False,
424,2014-03-01,2014,3,1,6,Saturday,9,True,False,False,
425,2014-03-02,2014,3,2,7,Sunday,9,True,False,False,
426,2014-03-03,2014,3,3,1,Monday,10,False,True,False,
427,2014-03-04,2014,3,4,2,Tuesday,10,False,True,False,
428,2014-03-05,2014,3,5,3,Wednesday,10,False,True,False,
429,2014-03-06,2014,3,6,4,Thursday,10,False,True,False,
430,2014-03-07,2014,3,7,5,Friday,10,False,True,False,
431,2014-03-08,2014,3,8,6,Saturday,10,True,False,True,Междунаро́дный же́нский день
432,2014-03-09,2014,3,9,7,Sunday,10,True,False,False,
433,2014-03-10,2014,3,10,1,Monday,11,False,True,False,
434,2014-03-11,2014,3,11,2,Tuesday,11,False,True,False,
435,2014-03-12,2014,3,12,3,Wednesday,11,False,True,False,
436,2014-03-13,2014,3,13,4,Thursday,11,False,True,False,
437,2014-03-14,2014,3,14,5,Friday,11,False,True,False,
438,2014-03-15,2014,3,15,6,Saturday,11,True,False,False,
439,2014-03-16,2014,3,16,7,Sunday,11,True,False,False,
440,2014-03-17,2014,3,17,1,Monday,12,False,True,False,
441,2014-03-18,2014,3,18,2,Tuesday,12,False,True,False,
442,2014-03-19,2014,3,19,3,Wednesday,12,False,True,False,
443,2014-03-20,2014,3,20,4,Thursday,12,False,True,False,
444,2014-03-21,2014,3,21,5,Friday,12,False,True,False,
445,2014-03-22,2014,3,22,6,Saturday,12,True,False,False,
446,2014-03-23,2014,3,23,7,Sunday,12,True,False,False,
447,2014-03-24,2014,3,24,1,Monday,13,False,True,False,
448,2014-03-25,2014,3,25,2,Tuesday,13,False,True,False,
449,2014-03-26,2014,3,26,3,Wednesday,13,False,True,False,
450,2014-03-27,2014,3,27,4,Thursday,13,False,True,False,
451,2014-03-28,2014,3,28,5,Friday,13,False,True,False,
452,2014-03-29,2014,3,29,6,Saturday,13,True,False,False,
453,2014-03-30,2014,3,30,7,Sunday,13,True,False,False,
454,2014-03-31,2014,3,31,1,Monday,14,False,True,False,
455,2014-04-01,2014,4,1,2,Tuesday,14,False,True,False,
456,2014-04-02,2014,4,2,3,Wednesday,14,False,True,False,
457,2014-04-03,2014,4,3,4,Thursday,14,False,True,False,
458,2014-04-04,2014,4,4,5,Friday,14,False,True,False,
459,2014-04-05,2014,4,5,6,Saturday,14,True,False,False,
460,2014-04-06,2014,4,6,7,Sunday,14,True,False,False,
461,2014-04-07,2014,4,7,1,Monday,15,False,True,False,
462,2014-04-08,2014,4,8,2,Tuesday,15,False,True,False,
463,2014-04-09,2014,4,9,3,Wednesday,15,False,True,False,
464,2014-04-10,2014,4,10,4,Thursday,15,False,True,False,
465,2014-04-11,2014,4,11,5,Friday,15,False,True,False,
466,2014-04-12,2014,4,12,6,Saturday,15,True,False,False,
467,2014-04-13,2014,4,13,7,Sunday,15,True,False,False,
468,2014-04-14,2014,4,14,1,Monday,16,False,True,False,
469,2014-04-15,2014,4,15,2,Tuesday,16,False,True,False,
470,2014-04-16,2014,4,16,3,Wednesday,16,False,True,False,
471,2014-04-17,2014,4,17,4,Thursday,16,False,True,False,
472,2014-04-18,2014,4,18,5,Friday,16,False,True,False,
473,2014-04-19,2014,4,19,6,Saturday,16,True,False,False,
474,2014-04-20,2014,4,20,7,Sunday,16,True,False,False,
475,2014-04-21,2014,4,21,1,Monday,17,False,True,False,
476,2014-04-22,2014,4,22,2,Tuesday,17,False,True,False,
477,2014-04-23,2014,4,23,3,Wednesday,17,False,True,False,
478,2014-04-24,2014,4,24,4,Thursday,17,False,True,False,
479,2014-04-25,2014,4,25,5,Friday,17,False,True,False,
480,2014-04-26,2014,4,26,6,Saturday,17,True,False,False,
481,2014-04-27,2014,4,27,7,Sunday,17,True,False,False,
482,2014-04-28,2014,4,28,1,Monday,18,False,True,False,
483,2014-04-29,2014,4,29,2,Tuesday,18,False,True,False,
484,2014-04-30,2014,4,30,3,Wednesday,18,False,True,False,
485,2014-05-01,2014,5,1,4,Thursday,18,False,False,True,День весны и труда
486,2014-05-02,2014,5,2,5,Friday,18,False,True,False,
487,2014-05-03,2014,5,3,6,Saturday,18,True,False,False,
488,2014-05-04,2014,5,4,7,Sunday,18,True,False,False,
489,2014-05-05,2014,5,5,1,Monday,19,False,True,False,
490,2014-05-06,2014,5,6,2,Tuesday,19,False,True,False,
491,2014-05-07,2014,5,7,3,Wednesday,19,False,True,False,
492,2014-05-08,2014,5,8,4,Thursday,19,False,True,False,
493,2014-05-09,2014,5,9,5,Friday,19,False,False,True,День Победы
494,2014-05-10,2014,5,10,6,Saturday,19,True,False,False,
495,2014-05-11,2014,5,11,7,Sunday,19,True,False,False,
496,2014-05-12,2014,5,12,1,Monday,20,False,True,False,
497,2014-05-13,2014,5,13,2,Tuesday,20,False,True,False,
498,2014-05-14,2014,5,14,3,Wednesday,20,False,True,False,
499,2014-05-15,2014,5,15,4,Thursday,20,False,True,False,
500,2014-05-16,2014,5,16,5,Friday,20,False,True,False,
501,2014-05-17,2014,5,17,6,Saturday,20,True,False,False,
502,2014-05-18,2014,5,18,7,Sunday,20,True,False,False,
503,2014-05-19,2014,5,19,1,Monday,21,False,True,False,
504,2014-05-20,2014,5,20,2,Tuesday,21,False,True,False,
505,2014-05-21,2014,5,21,3,Wednesday,21,False,True,False,
506,2014-05-22,2014,5,22,4,Thursday,21,False,True,False,
507,2014-05-23,2014,5,23,5,Friday,21,False,True,False,
508,2014-05-24,2014,5,24,6,Saturday,21,True,False,False,
509,2014-05-25,2014,5,25,7,Sunday,21,True,False,False,
510,2014-05-26,2014,5,26,1,Monday,22,False,True,False,
511,2014-05-27,2014,5,27,2,Tuesday,22,False,True,False,
512,2014-05-28,2014,5,28,3,Wednesday,22,False,True,False,
513,2014-05-29,2014,5,29,4,Thursday,22,False,True,False,
514,2014-05-30,2014,5,30,5,Friday,22,False,True,False,
515,2014-05-31,2014,5,31,6,Saturday,22,True,False,False,
516,2014-06-01,2014,6,1,7,Sunday,22,True,False,False,
517,2014-06-02,2014,6,2,1,Monday,23,False,True,False,
518,2014-06-03,2014,6,3,2,Tuesday,23,False,True,False,
519,2014-06-04,2014,6,4,3,Wednesday,23,False,True,False,
520,2014-06-05,2014,6,5,4,Thursday,23,False,True,False,
521,2014-06-06,2014,6,6,5,Friday,23,False,True,False,
522,2014-06-07,2014,6,7,6,Saturday,23,True,False,False,
523,2014-06-08,2014,6,8,7,Sunday,23,True,False,False,
524,2014-06-09,2014,6,9,1,Monday,24,False,True,False,
525,2014-06-10,2014,6,10,2,Tuesday,24,False,True,False,
526,2014-06-11,2014,6,11,3,Wednesday,24,False,True,False,
527,2014-06-12,2014,6,12,4,Thursday,24,False,False,True,День России
528,2014-06-13,2014,6,13,5,Friday,24,False,True,False,
529,2014-06-14,2014,6,14,6,Saturday,24,True,False,False,
530,2014-06-15,2014,6,15,7,Sunday,24,True,False,False,
531,2014-06-16,2014,6,16,1,Monday,25,False,True,False,
532,2014-06-17,2014,6,17,2,Tuesday,25,False,True,False,
533,2014-06-18,2014,6,18,3,Wednesday,25,False,True,False,
534,2014-06-19,2014,6,19,4,Thursday,25,False,True,False,
535,2014-06-20,2014,6,20,5,Friday,25,False,True,False,
536,2014-06-21,2014,6,21,6,Saturday,25,True,False,False,
537,2014-06-22,2014,6,22,7,Sunday,25,True,False,False,
538,2014-06-23,2014,6,23,1,Monday,26,False,True,False,
539,2014-06-24,2014,6,24,2,Tuesday,26,False,True,False,
540,2014-06-25,2014,6,25,3,Wednesday,26,False,True,False,
541,2014-06-26,2014,6,26,4,Thursday,26,False,True,False,
542,2014-06-27,2014,6,27,5,Friday,26,False,True,False,
543,2014-06-28,2014,6,28,6,Saturday,26,True,False,False,
544,2014-06-29,2014,6,29,7,Sunday,26,True,False,False,
545,2014-06-30,2014,6,30,1,Monday,27,False,True,False,
546,2014-07-01,2014,7,1,2,Tuesday,27,False,True,False,
547,2014-07-02,2014,7,2,3,Wednesday,27,False,True,False,
548,2014-07-03,2014,7,3,4,Thursday,27,False,True,False,
549,2014-07-04,2014,7,4,5,Friday,27,False,True,False,
550,2014-07-05,2014,7,5,6,Saturday,27,True,False,False,
551,2014-07-06,2014,7,6,7,Sunday,27,True,False,False,
552,2014-07-07,2014,7,7,1,Monday,28,False,True,False,
553,2014-07-08,2014,7,8,2,Tuesday,28,False,True,False,
554,2014-07-09,2014,7,9,3,Wednesday,28,False,True,False,
555,2014-07-10,2014,7,10,4,Thursday,28,False,True,False,
556,2014-07-11,2014,7,11,5,Friday,28,False,True,False,
557,2014-07-12,2014,7,12,6,Saturday,28,True,False,False,
558,2014-07-13,2014,7,13,7,Sunday,28,True,False,False,
559,2014-07-14,2014,7,14,1,Monday,29,False,True,False,
560,2014-07-15,2014,7,15,2,Tuesday,29,False,True,False,
561,2014-07-16,2014,7,16,3,Wednesday,29,False,True,False,
562,2014-07-17,2014,7,17,4,Thursday,29,False,True,False,
563,2014-07-18,2014,7,18,5,Friday,29,False,True,False,
564,2014-07-19,2014,7,19,6,Saturday,29,True,False,False,
565,2014-07-20,2014,7,20,7,Sunday,29,True,False,False,
566,2014-07-21,2014,7,21,1,Monday,30,False,True,False,
567,2014-07-22,2014,7,22,2,Tuesday,30,False,True,False,
568,2014-07-23,2014,7,23,3,Wednesday,30,False,True,False,
569,2014-07-24,2014,7,24,4,Thursday,30,False,True,False,
570,2014-07-25,2014,7,25,5,Friday,30,False,True,False,
571,2014-07-26,2014,7,26,6,Saturday,30,True,False,False,
572,2014-07-27,2014,7,27,7,Sunday,30,True,False,False,
573,2014-07-28,2014,7,28,1,Monday,31,False,True,False,
574,2014-07-29,2014,7,29,2,Tuesday,31,False,True,False,
575,2014-07-30,2014,7,30,3,Wednesday,31,False,True,False,
576,2014-07-31,2014,7,31,4,Thursday,31,False,True,False,
577,2014-08-01,2014,8,1,5,Friday,31,False,True,False,
578,2014-08-02,2014,8,2,6,Saturday,31,True,False,False,
579,2014-08-03,2014,8,3,7,Sunday,31,True,False,False,
580,2014-08-04,2014,8,4,1,Monday,32,False,True,False,
581,2014-08-05,2014,8,5,2,Tuesday,32,False,True,False,
582,2014-08-06,2014,8,6,3,Wednesday,32,False,True,False,
583,2014-08-07,2014,8,7,4,Thursday,32,False,True,False,
584,2014-08-08,2014,8,8,5,Friday,32,False,True,False,
585,2014-08-09,2014,8,9,6,Saturday,32,True,False,False,
586,2014-08-10,2014,8,10,7,Sunday,32,True,False,False,
587,2014-08-11,2014,8,11,1,Monday,33,False,True,False,
588,2014-08-12,2014,8,12,2,Tuesday,33,False,True,False,
589,2014-08-13,2014,8,13,3,Wednesday,33,False,True,False,
590,2014-08-14,2014,8,14,4,Thursday,33,False,True,False,
591,2014-08-15,2014,8,15,5,Friday,33,False,True,False,
592,2014-08-16,2014,8,16,6,Saturday,33,True,False,False,
593,2014-08-17,2014,8,17,7,Sunday,33,True,False,False,
594,2014-08-18,2014,8,18,1,Monday,34,False,True,False,
595,2014-08-19,2014,8,19,2,Tuesday,34,False,True,False,
596,2014-08-20,2014,8,20,3,Wednesday,34,False,True,False,
597,2014-08-21,2014,8,21,4,Thursday,34,False,True,False,
598,2014-08-22,2014,8,22,5,Friday,34,False,True,False,
599,2014-08-23,2014,8,23,6,Saturday,34,True,False,False,
600,2014-08-24,2014,8,24,7,Sunday,34,True,False,False,
601,2014-08-25,2014,8,25,1,Monday,35,False,True,False,
602,2014-08-26,2014,8,26,2,Tuesday,35,False,True,False,
603,2014-08-27,2014,8,27,3,Wednesday,35,False,True,False,
604,2014-08-28,2014,8,28,4,Thursday,35,False,True,False,
605,2014-08-29,2014,8,29,5,Friday,35,False,True,False,
606,2014-08-30,2014,8,30,6,Saturday,35,True,False,False,
607,2014-08-31,2014,8,31,7,Sunday,35,True,False,False,
608,2014-09-01,2014,9,1,1,Monday,36,False,True,False,
609,2014-09-02,2014,9,2,2,Tuesday,36,False,True,False,
610,2014-09-03,2014,9,3,3,Wednesday,36,False,True,False,
611,2014-09-04,2014,9,4,4,Thursday,36,False,True,False,
612,2014-09-05,2014,9,5,5,Friday,36,False,True,False,
613,2014-09-06,2014,9,6,6,Saturday,36,True,False,False,
614,2014-09-07,2014,9,7,7,Sunday,36,True,False,False,
615,2014-09-08,2014,9,8,1,Monday,37,False,True,False,
616,2014-09-09,2014,9,9,2,Tuesday,37,False,True,False,
617,2014-09-10,2014,9,10,3,Wednesday,37,False,True,False,
618,2014-09-11,2014,9,11,4,Thursday,37,False,True,False,
619,2014-09-12,2014,9,12,5,Friday,37,False,True,False,
620,2014-09-13,2014,9,13,6,Saturday,37,True,False,False,
621,2014-09-14,2014,9,14,7,Sunday,37,True,False,False,
622,2014-09-15,2014,9,15,1,Monday,38,False,True,False,
623,2014-09-16,2014,9,16,2,Tuesday,38,False,True,False,
624,2014-09-17,2014,9,17,3,Wednesday,38,False,True,False,
625,2014-09-18,2014,9,18,4,Thursday,38,False,True,False,
626,2014-09-19,2014,9,19,5,Friday,38,False,True,False,
627,2014-09-20,2014,9,20,6,Saturday,38,True,False,False,
628,2014-09-21,2014,9,21,7,Sunday,38,True,False,False,
629,2014-09-22,2014,9,22,1,Monday,39,False,True,False,
630,2014-09-23,2014,9,23,2,Tuesday,39,False,True,False,
631,2014-09-24,2014,9,24,3,Wednesday,39,False,True,False,
632,2014-09-25,2014,9,25,4,Thursday,39,False,True,False,
633,2014-09-26,2014,9,26,5,Friday,39,False,True,False,
634,2014-09-27,2014,9,27,6,Saturday,39,True,False,False,
635,2014-09-28,2014,9,28,7,Sunday,39,True,False,False,
636,2014-09-29,2014,9,29,1,Monday,40,False,True,False,
637,2014-09-30,2014,9,30,2,Tuesday,40,False,True,False,
638,2014-10-01,2014,10,1,3,Wednesday,40,False,True,False,
639,2014-10-02,2014,10,2,4,Thursday,40,False,True,False,
640,2014-10-03,2014,10,3,5,Friday,40,False,True,False,
641,2014-10-04,2014,10,4,6,Saturday,40,True,False,False,
642,2014-10-05,2014,10,5,7,Sunday,40,True,False,False,
643,2014-10-06,2014,10,6,1,Monday,41,False,True,False,
644,2014-10-07,2014,10,7,2,Tuesday,41,False,True,False,
645,2014-10-08,2014,10,8,3,Wednesday,41,False,True,False,
646,2014-10-09,2014,10,9,4,Thursday,41,False,True,False,
647,2014-10-10,2014,10,10,5,Friday,41,False,True,False,
648,2014-10-11,2014,10,11,6,Saturday,41,True,False,False,
649,2014-10-12,2014,10,12,7,Sunday,41,True,False,False,
650,2014-10-13,2014,10,13,1,Monday,42,False,True,False,
651,2014-10-14,2014,10,14,2,Tuesday,42,False,True,False,
652,2014-10-15,2014,10,15,3,Wednesday,42,False,True,False,
653,2014-10-16,2014,10,16,4,Thursday,42,False,True,False,
654,2014-10-17,2014,10,17,5,Friday,42,False,True,False,
655,2014-10-18,2014,10,18,6,Saturday,42,True,False,False,
656,2014-10-19,2014,10,19,7,Sunday,42,True,False,False,
657,2014-10-20,2014,10,20,1,Monday,43,False,True,False,
658,2014-10-21,2014,10,21,2,Tuesday,43,False,True,False,
659,2014-10-22,2014,10,22,3,Wednesday,43,False,True,False,
660,2014-10-23,2014,10,23,4,Thursday,43,False,True,False,
661,2014-10-24,2014,10,24,5,Friday,43,False,True,False,
662,2014-10-25,2014,10,25,6,Saturday,43,True,False,False,
663,2014-10-26,2014,10,26,7,Sunday,43,True,False,False,
664,2014-10-27,2014,10,27,1,Monday,44,False,True,False,
665,2014-10-28,2014,10,28,2,Tuesday,44,False,True,False,
666,2014-10-29,2014,10,29,3,Wednesday,44,False,True,False,
667,2014-10-30,2014,10,30,4,Thursday,44,False,True,False,
668,2014-10-31,2014,10,31,5,Friday,44,False,True,False,
669,2014-11-01,2014,11,1,6,Saturday,44,True,False,False,
670,2014-11-02,2014,11,2,7,Sunday,44,True,False,False,
671,2014-11-03,2014,11,3,1,Monday,45,False,True,False,
672,2014-11-04,2014,11,4,2,Tuesday,45,False,False,True,День народного единства
673,2014-11-05,2014,11,5,3,Wednesday,45,False,True,False,
674,2014-11-06,2014,11,6,4,Thursday,45,False,True,False,
675,2014-11-07,2014,11,7,5,Friday,45,False,True,False,
676,2014-11-08,2014,11,8,6,Saturday,45,True,False,False,
677,2014-11-09,2014,11,9,7,Sunday,45,True,False,False,
678,2014-11-10,2014,11,10,1,Monday,46,False,True,False,
679,2014-11-11,2014,11,11,2,Tuesday,46,False,True,False,
680,2014-11-12,2014,11,12,3,Wednesday,46,False,True,False,
681,2014-11-13,2014,11,13,4,Thursday,46,False,True,False,
682,2014-11-14,2014,11,14,5,Friday,46,False,True,False,
683,2014-11-15,2014,11,15,6,Saturday,46,True,False,False,
684,2014-11-16,2014,11,16,7,Sunday,46,True,False,False,
685,2014-11-17,2014,11,17,1,Monday,47,False,True,False,
686,2014-11-18,2014,11,18,2,Tuesday,47,False,True,False,
687,2014-11-19,2014,11,19,3,Wednesday,47,False,True,False,
688,2014-11-20,2014,11,20,4,Thursday,47,False,True,False,
689,2014-11-21,2014,11,21,5,Friday,47,False,True,False,
690,2014-11-22,2014,11,22,6,Saturday,47,True,False,False,
691,2014-11-23,2014,11,23,7,Sunday,47,True,False,False,
692,2014-11-24,2014,11,24,1,Monday,48,False,True,False,
693,2014-11-25,2014,11,25,2,Tuesday,48,False,True,False,
694,2014-11-26,2014,11,26,3,Wednesday,48,False,True,False,
695,2014-11-27,2014,11,27,4,Thursday,48,False,True,False,
696,2014-11-28,2014,11,28,5,Friday,48,False,True,False,
697,2014-11-29,2014,11,29,6,Saturday,48,True,False,False,
698,2014-11-30,2014,11,30,7,Sunday,48,True,False,False,
699,2014-12-01,2014,12,1,1,Monday,49,False,True,False,
700,2014-12-02,2014,12,2,2,Tuesday,49,False,True,False,
701,2014-12-03,2014,12,3,3,Wednesday,49,False,True,False,
702,2014-12-04,2014,12,4,4,Thursday,49,False,True,False,
703,2014-12-05,2014,12,5,5,Friday,49,False,True,False,
704,2014-12-06,2014,12,6,6,Saturday,49,True,False,False,
705,2014-12-07,2014,12,7,7,Sunday,49,True,False,False,
706,2014-12-08,2014,12,8,1,Monday,50,False,True,False,
707,2014-12-09,2014,12,9,2,Tuesday,50,False,True,False,
708,2014-12-10,2014,12,10,3,Wednesday,50,False,True,False,
709,2014-12-11,2014,12,11,4,Thursday,50,False,True,False,
710,2014-12-12,2014,12,12,5,Friday,50,False,True,False,
711,2014-12-13,2014,12,13,6,Saturday,50,True,False,False,
712,2014-12-14,2014,12,14,7,Sunday,50,True,False,False,
713,2014-12-15,2014,12,15,1,Monday,51,False,True,False,
714,2014-12-16,2014,12,16,2,Tuesday,51,False,True,False,
715,2014-12-17,2014,12,17,3,Wednesday,51,False,True,False,
716,2014-12-18,2014,12,18,4,Thursday,51,False,True,False,
717,2014-12-19,2014,12,19,5,Friday,51,False,True,False,
718,2014-12-20,2014,12,20,6,Saturday,51,True,False,False,
719,2014-12-21,2014,12,21,7,Sunday,51,True,False,False,
720,2014-12-22,2014,12,22,1,Monday,52,False,True,False,
721,2014-12-23,2014,12,23,2,Tuesday,52,False,True,False,
722,2014-12-24,2014,12,24,3,Wednesday,52,False,True,False,
723,2014-12-25,2014,12,25,4,Thursday,52,False,True,False,
724,2014-12-26,2014,12,26,5,Friday,52,False,True,False,
725,2014-12-27,2014,12,27,6,Saturday,52,True,False,False,
726,2014-12-28,2014,12,28,7,Sunday,52,True,False,False,
727,2014-12-29,2015,12,29,1,Monday,1,False,True,False,
728,2014-12-30,2015,12,30,2,Tuesday,1,False,True,False,
729,2014-12-31,2015,12,31,3,Wednesday,1,False,True,False,
